[a, b] = [0, 2]
h = 0.01 
 
  n            x1            v1            x2            v2
 62      0.990939     -0.595958     -0.389880     -0.363126
 63      0.984953     -0.601192     -0.393452     -0.351148
 64      0.978916     -0.606281     -0.396903     -0.339051
 65      0.972828     -0.611227     -0.400233     -0.326834
 66      0.966692     -0.616028     -0.403439     -0.314498
 67      0.960508     -0.620684     -0.406522     -0.302043
 68      0.954279     -0.625197     -0.409480     -0.289470
 69      0.948005     -0.629565     -0.412311     -0.276780
 70      0.941688     -0.633790     -0.415015     -0.263971
 71      0.935329     -0.637871     -0.417590     -0.251045
 72      0.928931     -0.641809     -0.420036     -0.238002
 73      0.922494     -0.645604     -0.422350     -0.224841
 74      0.916019     -0.649256     -0.424532     -0.211564
 75      0.909509     -0.652766     -0.426581     -0.198169
 76      0.902965     -0.656133     -0.428495     -0.184657
 77      0.896387     -0.659360     -0.430273     -0.171028
 78      0.889778     -0.662445     -0.431915     -0.157281
 79      0.883138     -0.665390     -0.433419     -0.143417
 80      0.876470     -0.668195     -0.434783     -0.129434
 81      0.869775     -0.670862     -0.436007     -0.115334
 82      0.863054     -0.673390     -0.437089     -0.101115
 83      0.856308     -0.675781     -0.438029     -0.086776
 84      0.849539     -0.678035     -0.438824     -0.072318
 85      0.842747     -0.680154     -0.439475     -0.057740
 86      0.835936     -0.682140     -0.439979     -0.043040
 87      0.829105     -0.683992     -0.440335     -0.028218
 88      0.822256     -0.685713     -0.440543     -0.013274
 89      0.815391     -0.687304     -0.440600      0.001795
 90      0.808511     -0.688767     -0.440506      0.016988
 91      0.801616     -0.690103     -0.440260      0.032308
 92      0.794709     -0.691315     -0.439860      0.047755
 93      0.787790     -0.692404     -0.439305      0.063331
 94      0.780862     -0.693373     -0.438593      0.079038
 95      0.773923     -0.694224     -0.437723      0.094878
 96      0.766977     -0.694959     -0.436695      0.110852
 97      0.760025     -0.695583     -0.435506      0.126962
 98      0.753066     -0.696097     -0.434155      0.143211
 99      0.746103     -0.696505     -0.432641      0.159600
100      0.739136     -0.696811     -0.430963      0.176133
101      0.732167     -0.697018     -0.429118      0.192812
102      0.725196     -0.697131     -0.427106      0.209640
103      0.718225     -0.697153     -0.424925      0.226620
104      0.711254     -0.697090     -0.422573      0.243756
105      0.704283     -0.696947     -0.420049      0.261050
106      0.697315     -0.696729     -0.417351      0.278507
107      0.690349     -0.696443     -0.414478      0.296131
108      0.683386     -0.696094     -0.411428      0.313926
109      0.676427     -0.695690     -0.408199      0.331896
110      0.669473     -0.695238     -0.404790      0.350047
111      0.662523     -0.694747     -0.401198      0.368383
112      0.655578     -0.694224     -0.397421      0.386910
113      0.648638     -0.693679     -0.393459      0.405633
114      0.641704     -0.693123     -0.389308      0.424560
115      0.634776     -0.692567     -0.384967      0.443695
116      0.627853     -0.692021     -0.380433      0.463046
117      0.620935     -0.691499     -0.375705      0.482620
118      0.614023     -0.691015     -0.370780      0.502425
119      0.607115     -0.690584     -0.365656      0.522469
120      0.600211     -0.690222     -0.360330      0.542760
121      0.593310     -0.689947     -0.354800      0.563307
122      0.586411     -0.689778     -0.349063      0.584119
123      0.579514     -0.689736     -0.343117      0.605206
124      0.572616     -0.689844     -0.336958      0.626578
125      0.565717     -0.690126     -0.330584      0.648247
126      0.558813     -0.690609     -0.323992      0.670222
127      0.551904     -0.691323     -0.317179      0.692516
128      0.544986     -0.692300     -0.310141      0.715141
129      0.538057     -0.693576     -0.302875      0.738109
130      0.531113     -0.695190     -0.295377      0.761433
131      0.524152     -0.697182     -0.287645      0.785126
132      0.517168     -0.699601     -0.279673      0.809202
133      0.510158     -0.702498     -0.271459      0.833673
134      0.503116     -0.705929     -0.262999      0.858553
135      0.496037     -0.709957     -0.254287      0.883856
136      0.488915     -0.714650     -0.245320      0.909594
137      0.481742     -0.720084     -0.236094      0.935778
138      0.474510     -0.726346     -0.226603      0.962421
139      0.467212     -0.733527     -0.216844      0.989531
140      0.459837     -0.741732     -0.206811      1.017114
141      0.452373     -0.751078     -0.196500      1.045176
142      0.444811     -0.761693     -0.185906      1.073714
143      0.437135     -0.773722     -0.175024      1.102725
144      0.429331     -0.787325     -0.163850      1.132196
145      0.421383     -0.802682     -0.152378      1.162105
146      0.413271     -0.819995     -0.140606      1.192419
147      0.404975     -0.839489     -0.128529      1.223091
148      0.396473     -0.861415     -0.116143      1.254054
149      0.387738     -0.886056     -0.103447      1.285217
150      0.378742     -0.913725     -0.090439      1.316460
151      0.369452     -0.944775     -0.077118      1.347623
152      0.359834     -0.979593     -0.063487      1.378496
153      0.349846     -1.018610     -0.049550      1.408807
154      0.339446     -1.062297     -0.035314      1.438207
155      0.328583     -1.111162     -0.020791      1.466246
156      0.317204     -1.165749     -0.005996      1.492352
157      0.305247     -1.226618      0.009048      1.515800
158      0.292649     -1.294330      0.024308      1.535677
159      0.279336     -1.369407      0.039746      1.550848
160      0.265234     -1.452276      0.055305      1.559916
161      0.250264     -1.543193      0.070918      1.561189
162      0.234344     -1.642123      0.086496      1.552665
163      0.217396     -1.748596      0.101931      1.532055
164      0.199350     -1.861525      0.117089      1.496857
165      0.180150     -1.979010      0.131811      1.444524
166      0.159764     -2.098174      0.145914      1.372753
167      0.138194     -2.215093      0.159196      1.279893
168      0.115486     -2.324912      0.171440      1.165443
169      0.091738     -2.422233      0.182436      1.030533
170      0.067101     -2.501770      0.191992      0.878216
171      0.041776     -2.559173      0.199958      0.713400
172      0.016000     -2.591785      0.206239      0.542337
173     -0.009975     -2.599078      0.210807      0.371767
174     -0.035902     -2.582622      0.213697      0.207958
175     -0.061558     -2.545616      0.215005      0.055944
176     -0.086759     -2.492197      0.214867     -0.080869
177     -0.111362     -2.426746      0.213445     -0.200720
178     -0.135268     -2.353353      0.210911     -0.303236
179     -0.158414     -2.275516      0.207436     -0.389055
180     -0.180772     -2.196014      0.203181     -0.459450
181     -0.202336     -2.116932      0.198293     -0.516021
182     -0.223117     -2.039743      0.192901     -0.560467
183     -0.243141     -1.965427      0.187118     -0.594446
184     -0.262438     -1.894585      0.181042     -0.619489
185     -0.281045     -1.827535      0.174754     -0.636967
186     -0.299001     -1.764395      0.168324     -0.648076
187     -0.316346     -1.705148      0.161810     -0.653845
188     -0.333117     -1.649685      0.155262     -0.655152
189     -0.349352     -1.597840      0.148719     -0.652738
190     -0.365085     -1.549415      0.142217     -0.647225
191     -0.380351     -1.504195      0.135784     -0.639138
192     -0.395179     -1.461962      0.129442     -0.628916
193     -0.409599     -1.422498      0.123211     -0.616925
194     -0.423638     -1.385594      0.117108     -0.603473
195     -0.437319     -1.351054      0.111146     -0.588819
196     -0.450666     -1.318688      0.105335     -0.573179
197     -0.463699     -1.288324      0.099685     -0.556736
198     -0.476438     -1.259800      0.094202     -0.539641
199     -0.488901     -1.232966      0.088894     -0.522024
200     -0.501103     -1.207686      0.083763     -0.503994
201     -0.513059     -1.183832      0.078815     -0.485642

 
