[a, b] = [0, 2]
h = 0.001 
 
  n            x1            v1            x2            v2
546      1.028489     -0.558407     -0.363815     -0.438023
547      1.027931     -0.559031     -0.364253     -0.436910
548      1.027371     -0.559654     -0.364689     -0.435796
549      1.026811     -0.560275     -0.365124     -0.434681
550      1.026251     -0.560895     -0.365559     -0.433564
551      1.025689     -0.561513     -0.365992     -0.432446
552      1.025128     -0.562130     -0.366424     -0.431327
553      1.024565     -0.562745     -0.366854     -0.430207
554      1.024002     -0.563359     -0.367284     -0.429085
555      1.023438     -0.563971     -0.367712     -0.427962
556      1.022874     -0.564582     -0.368140     -0.426838
557      1.022309     -0.565192     -0.368566     -0.425713
558      1.021744     -0.565800     -0.368991     -0.424586
559      1.021178     -0.566407     -0.369415     -0.423458
560      1.020611     -0.567012     -0.369838     -0.422329
561      1.020044     -0.567616     -0.370260     -0.421199
562      1.019476     -0.568218     -0.370681     -0.420068
563      1.018907     -0.568819     -0.371100     -0.418935
564      1.018338     -0.569418     -0.371518     -0.417801
565      1.017768     -0.570016     -0.371936     -0.416666
566      1.017198     -0.570613     -0.372352     -0.415529
567      1.016627     -0.571208     -0.372767     -0.414392
568      1.016056     -0.571802     -0.373181     -0.413253
569      1.015484     -0.572394     -0.373593     -0.412112
570      1.014911     -0.572984     -0.374005     -0.410971
571      1.014338     -0.573574     -0.374415     -0.409829
572      1.013764     -0.574162     -0.374824     -0.408685
573      1.013189     -0.574748     -0.375233     -0.407540
574      1.012614     -0.575333     -0.375640     -0.406393
575      1.012039     -0.575916     -0.376045     -0.405246
576      1.011462     -0.576498     -0.376450     -0.404097
577      1.010886     -0.577079     -0.376854     -0.402947
578      1.010308     -0.577658     -0.377256     -0.401796
579      1.009730     -0.578236     -0.377657     -0.400644
580      1.009152     -0.578812     -0.378057     -0.399490
581      1.008573     -0.579387     -0.378456     -0.398335
582      1.007993     -0.579960     -0.378854     -0.397179
583      1.007413     -0.580532     -0.379250     -0.396022
584      1.006832     -0.581102     -0.379646     -0.394864
585      1.006251     -0.581671     -0.380040     -0.393704
586      1.005669     -0.582239     -0.380433     -0.392543
587      1.005086     -0.582805     -0.380825     -0.391381
588      1.004503     -0.583370     -0.381216     -0.390217
589      1.003919     -0.583933     -0.381606     -0.389053
590      1.003335     -0.584495     -0.381994     -0.387887
591      1.002750     -0.585055     -0.382381     -0.386720
592      1.002165     -0.585614     -0.382768     -0.385552
593      1.001579     -0.586171     -0.383153     -0.384383
594      1.000993     -0.586727     -0.383536     -0.383212
595      1.000406     -0.587282     -0.383919     -0.382040
596      0.999818     -0.587835     -0.384300     -0.380867
597      0.999230     -0.588387     -0.384681     -0.379693
598      0.998641     -0.588937     -0.385060     -0.378517
599      0.998052     -0.589486     -0.385438     -0.377341
600      0.997462     -0.590033     -0.385815     -0.376163
601      0.996872     -0.590579     -0.386190     -0.374984
602      0.996281     -0.591123     -0.386565     -0.373803
603      0.995690     -0.591666     -0.386938     -0.372622
604      0.995098     -0.592208     -0.387310     -0.371439
605      0.994505     -0.592748     -0.387681     -0.370255
606      0.993912     -0.593286     -0.388050     -0.369070
607      0.993319     -0.593823     -0.388419     -0.367884
608      0.992725     -0.594359     -0.388786     -0.366696
609      0.992130     -0.594893     -0.389152     -0.365507
610      0.991535     -0.595426     -0.389517     -0.364317
611      0.990939     -0.595958     -0.389881     -0.363126
612      0.990343     -0.596487     -0.390243     -0.361934
613      0.989746     -0.597016     -0.390605     -0.360740
614      0.989149     -0.597543     -0.390965     -0.359545
615      0.988551     -0.598069     -0.391324     -0.358349
616      0.987953     -0.598593     -0.391681     -0.357152
617      0.987354     -0.599115     -0.392038     -0.355954
618      0.986755     -0.599637     -0.392393     -0.354754
619      0.986155     -0.600157     -0.392748     -0.353553
620      0.985554     -0.600675     -0.393100     -0.352351
621      0.984953     -0.601192     -0.393452     -0.351148
622      0.984352     -0.601707     -0.393803     -0.349944
623      0.983750     -0.602221     -0.394152     -0.348738
624      0.983147     -0.602734     -0.394500     -0.347532
625      0.982544     -0.603245     -0.394847     -0.346324
626      0.981941     -0.603755     -0.395193     -0.345114
627      0.981337     -0.604263     -0.395537     -0.343904
628      0.980732     -0.604770     -0.395881     -0.342692
629      0.980127     -0.605275     -0.396223     -0.341480
630      0.979522     -0.605779     -0.396564     -0.340266
631      0.978916     -0.606282     -0.396903     -0.339051
632      0.978309     -0.606783     -0.397242     -0.337834
633      0.977702     -0.607282     -0.397579     -0.336617
634      0.977095     -0.607780     -0.397915     -0.335398
635      0.976487     -0.608277     -0.398250     -0.334178
636      0.975878     -0.608772     -0.398583     -0.332957
637      0.975269     -0.609266     -0.398916     -0.331735
638      0.974660     -0.609758     -0.399247     -0.330511
639      0.974050     -0.610249     -0.399577     -0.329287
640      0.973439     -0.610739     -0.399905     -0.328061
641      0.972828     -0.611227     -0.400233     -0.326834
642      0.972217     -0.611713     -0.400559     -0.325605
643      0.971605     -0.612199     -0.400884     -0.324376
644      0.970992     -0.612682     -0.401208     -0.323145
645      0.970379     -0.613164     -0.401530     -0.321914
646      0.969766     -0.613645     -0.401852     -0.320681
647      0.969152     -0.614125     -0.402172     -0.319446
648      0.968538     -0.614603     -0.402491     -0.318211
649      0.967923     -0.615079     -0.402808     -0.316974
650      0.967308     -0.615554     -0.403124     -0.315737
651      0.966692     -0.616028     -0.403440     -0.314498
652      0.966076     -0.616500     -0.403753     -0.313258
653      0.965459     -0.616971     -0.404066     -0.312016
654      0.964842     -0.617440     -0.404378     -0.310774
655      0.964224     -0.617908     -0.404688     -0.309530
656      0.963606     -0.618374     -0.404997     -0.308285
657      0.962987     -0.618839     -0.405304     -0.307039
658      0.962368     -0.619302     -0.405611     -0.305792
659      0.961749     -0.619765     -0.405916     -0.304544
660      0.961129     -0.620225     -0.406220     -0.303294
661      0.960508     -0.620684     -0.406522     -0.302043
662      0.959887     -0.621142     -0.406824     -0.300791
663      0.959266     -0.621598     -0.407124     -0.299538
664      0.958644     -0.622053     -0.407423     -0.298284
665      0.958022     -0.622507     -0.407721     -0.297028
666      0.957399     -0.622959     -0.408017     -0.295772
667      0.956776     -0.623409     -0.408312     -0.294514
668      0.956152     -0.623858     -0.408606     -0.293255
669      0.955528     -0.624306     -0.408899     -0.291994
670      0.954904     -0.624752     -0.409190     -0.290733
671      0.954279     -0.625197     -0.409480     -0.289470
672      0.953653     -0.625640     -0.409769     -0.288207
673      0.953027     -0.626082     -0.410057     -0.286942
674      0.952401     -0.626523     -0.410343     -0.285676
675      0.951774     -0.626962     -0.410628     -0.284408
676      0.951147     -0.627399     -0.410912     -0.283140
677      0.950519     -0.627835     -0.411194     -0.281870
678      0.949891     -0.628270     -0.411475     -0.280599
679      0.949263     -0.628703     -0.411755     -0.279327
680      0.948634     -0.629135     -0.412034     -0.278054
681      0.948005     -0.629565     -0.412311     -0.276780
682      0.947375     -0.629994     -0.412588     -0.275504
683      0.946745     -0.630422     -0.412862     -0.274227
684      0.946114     -0.630848     -0.413136     -0.272950
685      0.945483     -0.631273     -0.413408     -0.271670
686      0.944852     -0.631696     -0.413679     -0.270390
687      0.944220     -0.632118     -0.413949     -0.269109
688      0.943587     -0.632538     -0.414218     -0.267826
689      0.942955     -0.632957     -0.414485     -0.266542
690      0.942321     -0.633374     -0.414751     -0.265257
691      0.941688     -0.633790     -0.415015     -0.263971
692      0.941054     -0.634205     -0.415279     -0.262684
693      0.940419     -0.634618     -0.415541     -0.261395
694      0.939785     -0.635030     -0.415801     -0.260106
695      0.939149     -0.635440     -0.416061     -0.258815
696      0.938514     -0.635849     -0.416319     -0.257523
697      0.937878     -0.636256     -0.416576     -0.256230
698      0.937241     -0.636662     -0.416832     -0.254935
699      0.936604     -0.637067     -0.417086     -0.253640
700      0.935967     -0.637470     -0.417339     -0.252343
701      0.935329     -0.637871     -0.417590     -0.251045
702      0.934691     -0.638272     -0.417841     -0.249746
703      0.934053     -0.638670     -0.418090     -0.248446
704      0.933414     -0.639068     -0.418338     -0.247145
705      0.932775     -0.639464     -0.418584     -0.245842
706      0.932135     -0.639858     -0.418829     -0.244538
707      0.931495     -0.640251     -0.419073     -0.243233
708      0.930855     -0.640643     -0.419316     -0.241927
709      0.930214     -0.641033     -0.419557     -0.240620
710      0.929572     -0.641422     -0.419797     -0.239312
711      0.928931     -0.641809     -0.420036     -0.238002
712      0.928289     -0.642195     -0.420273     -0.236691
713      0.927646     -0.642580     -0.420509     -0.235379
714      0.927004     -0.642963     -0.420744     -0.234066
715      0.926361     -0.643344     -0.420977     -0.232752
716      0.925717     -0.643724     -0.421209     -0.231436
717      0.925073     -0.644103     -0.421440     -0.230120
718      0.924429     -0.644481     -0.421670     -0.228802
719      0.923784     -0.644856     -0.421898     -0.227483
720      0.923139     -0.645231     -0.422125     -0.226163
721      0.922494     -0.645604     -0.422350     -0.224842
722      0.921848     -0.645976     -0.422574     -0.223519
723      0.921202     -0.646346     -0.422797     -0.222195
724      0.920555     -0.646715     -0.423019     -0.220871
725      0.919908     -0.647082     -0.423239     -0.219545
726      0.919261     -0.647448     -0.423458     -0.218217
727      0.918613     -0.647812     -0.423675     -0.216889
728      0.917965     -0.648175     -0.423892     -0.215559
729      0.917317     -0.648537     -0.424106     -0.214229
730      0.916668     -0.648897     -0.424320     -0.212897
731      0.916019     -0.649256     -0.424532     -0.211564
732      0.915370     -0.649613     -0.424743     -0.210230
733      0.914720     -0.649969     -0.424953     -0.208894
734      0.914070     -0.650324     -0.425161     -0.207558
735      0.913419     -0.650677     -0.425368     -0.206220
736      0.912768     -0.651029     -0.425573     -0.204881
737      0.912117     -0.651379     -0.425778     -0.203541
738      0.911466     -0.651728     -0.425980     -0.202200
739      0.910814     -0.652075     -0.426182     -0.200857
740      0.910162     -0.652421     -0.426382     -0.199514
741      0.909509     -0.652766     -0.426581     -0.198169
742      0.908856     -0.653109     -0.426779     -0.196823
743      0.908203     -0.653451     -0.426975     -0.195476
744      0.907549     -0.653791     -0.427169     -0.194128
745      0.906895     -0.654130     -0.427363     -0.192778
746      0.906241     -0.654467     -0.427555     -0.191428
747      0.905586     -0.654803     -0.427746     -0.190076
748      0.904931     -0.655138     -0.427935     -0.188723
749      0.904276     -0.655471     -0.428123     -0.187369
750      0.903620     -0.655803     -0.428310     -0.186014
751      0.902964     -0.656134     -0.428495     -0.184657
752      0.902308     -0.656463     -0.428679     -0.183299
753      0.901651     -0.656790     -0.428862     -0.181941
754      0.900994     -0.657116     -0.429043     -0.180581
755      0.900337     -0.657441     -0.429223     -0.179219
756      0.899680     -0.657764     -0.429402     -0.177857
757      0.899022     -0.658086     -0.429579     -0.176494
758      0.898363     -0.658407     -0.429755     -0.175129
759      0.897705     -0.658726     -0.429929     -0.173763
760      0.897046     -0.659044     -0.430102     -0.172396
761      0.896387     -0.659360     -0.430274     -0.171028
762      0.895727     -0.659675     -0.430444     -0.169658
763      0.895067     -0.659988     -0.430613     -0.168288
764      0.894407     -0.660300     -0.430781     -0.166916
765      0.893747     -0.660611     -0.430947     -0.165543
766      0.893086     -0.660920     -0.431112     -0.164169
767      0.892425     -0.661228     -0.431275     -0.162794
768      0.891764     -0.661534     -0.431437     -0.161417
769      0.891102     -0.661839     -0.431598     -0.160040
770      0.890440     -0.662143     -0.431757     -0.158661
771      0.889778     -0.662445     -0.431915     -0.157281
772      0.889115     -0.662746     -0.432072     -0.155900
773      0.888452     -0.663045     -0.432227     -0.154518
774      0.887789     -0.663343     -0.432381     -0.153134
775      0.887125     -0.663640     -0.432533     -0.151749
776      0.886462     -0.663935     -0.432685     -0.150364
777      0.885798     -0.664229     -0.432834     -0.148977
778      0.885133     -0.664521     -0.432982     -0.147588
779      0.884469     -0.664812     -0.433129     -0.146199
780      0.883804     -0.665102     -0.433275     -0.144808
781      0.883138     -0.665390     -0.433419     -0.143417
782      0.882473     -0.665677     -0.433562     -0.142024
783      0.881807     -0.665962     -0.433703     -0.140630
784      0.881141     -0.666246     -0.433843     -0.139234
785      0.880474     -0.666529     -0.433982     -0.137838
786      0.879808     -0.666810     -0.434119     -0.136440
787      0.879141     -0.667090     -0.434254     -0.135042
788      0.878474     -0.667369     -0.434389     -0.133642
789      0.877806     -0.667646     -0.434522     -0.132240
790      0.877138     -0.667921     -0.434653     -0.130838
791      0.876470     -0.668195     -0.434783     -0.129434
792      0.875802     -0.668468     -0.434912     -0.128030
793      0.875133     -0.668740     -0.435039     -0.126624
794      0.874464     -0.669010     -0.435165     -0.125217
795      0.873795     -0.669279     -0.435290     -0.123808
796      0.873126     -0.669546     -0.435413     -0.122399
797      0.872456     -0.669812     -0.435535     -0.120988
798      0.871786     -0.670076     -0.435655     -0.119577
799      0.871116     -0.670340     -0.435774     -0.118164
800      0.870446     -0.670601     -0.435891     -0.116749
801      0.869775     -0.670862     -0.436007     -0.115334
802      0.869104     -0.671121     -0.436122     -0.113917
803      0.868433     -0.671378     -0.436235     -0.112500
804      0.867761     -0.671635     -0.436347     -0.111081
805      0.867089     -0.671890     -0.436457     -0.109661
806      0.866417     -0.672143     -0.436566     -0.108239
807      0.865745     -0.672395     -0.436674     -0.106817
808      0.865073     -0.672646     -0.436780     -0.105393
809      0.864400     -0.672895     -0.436885     -0.103968
810      0.863727     -0.673143     -0.436988     -0.102542
811      0.863054     -0.673390     -0.437090     -0.101115
812      0.862380     -0.673635     -0.437190     -0.099686
813      0.861706     -0.673879     -0.437289     -0.098257
814      0.861032     -0.674122     -0.437387     -0.096826
815      0.860358     -0.674363     -0.437483     -0.095394
816      0.859684     -0.674602     -0.437577     -0.093960
817      0.859009     -0.674841     -0.437671     -0.092526
818      0.858334     -0.675078     -0.437762     -0.091090
819      0.857659     -0.675314     -0.437853     -0.089654
820      0.856983     -0.675548     -0.437942     -0.088216
821      0.856308     -0.675781     -0.438029     -0.086776
822      0.855632     -0.676012     -0.438115     -0.085336
823      0.854956     -0.676243     -0.438200     -0.083894
824      0.854279     -0.676471     -0.438283     -0.082451
825      0.853603     -0.676699     -0.438365     -0.081007
826      0.852926     -0.676925     -0.438445     -0.079562
827      0.852249     -0.677150     -0.438524     -0.078116
828      0.851571     -0.677373     -0.438601     -0.076668
829      0.850894     -0.677595     -0.438677     -0.075219
830      0.850216     -0.677816     -0.438752     -0.073769
831      0.849538     -0.678035     -0.438825     -0.072318
832      0.848860     -0.678253     -0.438896     -0.070866
833      0.848182     -0.678470     -0.438967     -0.069412
834      0.847503     -0.678685     -0.439035     -0.067957
835      0.846824     -0.678899     -0.439102     -0.066501
836      0.846145     -0.679112     -0.439168     -0.065044
837      0.845466     -0.679323     -0.439233     -0.063586
838      0.844787     -0.679533     -0.439295     -0.062126
839      0.844107     -0.679741     -0.439357     -0.060665
840      0.843427     -0.679949     -0.439417     -0.059203
841      0.842747     -0.680155     -0.439475     -0.057740
842      0.842067     -0.680359     -0.439532     -0.056275
843      0.841387     -0.680562     -0.439588     -0.054809
844      0.840706     -0.680764     -0.439642     -0.053342
845      0.840025     -0.680965     -0.439694     -0.051874
846      0.839344     -0.681164     -0.439746     -0.050405
847      0.838663     -0.681362     -0.439795     -0.048934
848      0.837981     -0.681558     -0.439843     -0.047463
849      0.837300     -0.681753     -0.439890     -0.045990
850      0.836618     -0.681947     -0.439935     -0.044515
851      0.835936     -0.682140     -0.439979     -0.043040
852      0.835253     -0.682331     -0.440021     -0.041563
853      0.834571     -0.682521     -0.440062     -0.040085
854      0.833888     -0.682709     -0.440102     -0.038606
855      0.833206     -0.682897     -0.440140     -0.037126
856      0.832523     -0.683082     -0.440176     -0.035644
857      0.831839     -0.683267     -0.440211     -0.034162
858      0.831156     -0.683450     -0.440244     -0.032678
859      0.830473     -0.683632     -0.440276     -0.031192
860      0.829789     -0.683813     -0.440307     -0.029706
861      0.829105     -0.683992     -0.440336     -0.028218
862      0.828421     -0.684170     -0.440363     -0.026729
863      0.827737     -0.684347     -0.440389     -0.025239
864      0.827052     -0.684522     -0.440414     -0.023748
865      0.826368     -0.684696     -0.440437     -0.022255
866      0.825683     -0.684869     -0.440458     -0.020762
867      0.824998     -0.685040     -0.440478     -0.019266
868      0.824313     -0.685211     -0.440497     -0.017770
869      0.823627     -0.685379     -0.440514     -0.016273
870      0.822942     -0.685547     -0.440529     -0.014774
871      0.822256     -0.685713     -0.440543     -0.013274
872      0.821570     -0.685878     -0.440556     -0.011773
873      0.820885     -0.686042     -0.440567     -0.010270
874      0.820198     -0.686204     -0.440576     -0.008766
875      0.819512     -0.686365     -0.440584     -0.007261
876      0.818826     -0.686525     -0.440591     -0.005755
877      0.818139     -0.686683     -0.440596     -0.004248
878      0.817452     -0.686840     -0.440599     -0.002739
879      0.816765     -0.686996     -0.440601     -0.001229
880      0.816078     -0.687151     -0.440602      0.000282
881      0.815391     -0.687304     -0.440601      0.001795
882      0.814704     -0.687456     -0.440598      0.003308
883      0.814016     -0.687607     -0.440594      0.004823
884      0.813328     -0.687756     -0.440588      0.006339
885      0.812641     -0.687904     -0.440581      0.007857
886      0.811953     -0.688051     -0.440573      0.009376
887      0.811265     -0.688197     -0.440563      0.010896
888      0.810576     -0.688341     -0.440551      0.012417
889      0.809888     -0.688484     -0.440538      0.013939
890      0.809199     -0.688626     -0.440523      0.015463
891      0.808511     -0.688767     -0.440507      0.016988
892      0.807822     -0.688906     -0.440489      0.018514
893      0.807133     -0.689044     -0.440470      0.020042
894      0.806444     -0.689181     -0.440449      0.021571
895      0.805754     -0.689316     -0.440427      0.023101
896      0.805065     -0.689451     -0.440403      0.024632
897      0.804376     -0.689584     -0.440377      0.026165
898      0.803686     -0.689715     -0.440350      0.027698
899      0.802996     -0.689846     -0.440322      0.029234
900      0.802306     -0.689975     -0.440292      0.030770
901      0.801616     -0.690103     -0.440260      0.032308
902      0.800926     -0.690230     -0.440227      0.033847
903      0.800236     -0.690355     -0.440193      0.035387
904      0.799545     -0.690480     -0.440157      0.036928
905      0.798855     -0.690603     -0.440119      0.038471
906      0.798164     -0.690724     -0.440080      0.040015
907      0.797473     -0.690845     -0.440039      0.041561
908      0.796782     -0.690964     -0.439997      0.043107
909      0.796091     -0.691082     -0.439953      0.044655
910      0.795400     -0.691199     -0.439907      0.046204
911      0.794709     -0.691315     -0.439860      0.047755
912      0.794018     -0.691429     -0.439812      0.049307
913      0.793326     -0.691542     -0.439762      0.050860
914      0.792635     -0.691654     -0.439710      0.052414
915      0.791943     -0.691765     -0.439657      0.053970
916      0.791251     -0.691874     -0.439602      0.055527
917      0.790559     -0.691983     -0.439546      0.057085
918      0.789867     -0.692090     -0.439488      0.058645
919      0.789175     -0.692196     -0.439428      0.060206
920      0.788483     -0.692300     -0.439367      0.061768
921      0.787790     -0.692404     -0.439305      0.063331
922      0.787098     -0.692506     -0.439241      0.064896
923      0.786405     -0.692607     -0.439175      0.066462
924      0.785713     -0.692707     -0.439108      0.068030
925      0.785020     -0.692806     -0.439039      0.069598
926      0.784327     -0.692903     -0.438969      0.071168
927      0.783634     -0.692999     -0.438897      0.072740
928      0.782941     -0.693095     -0.438823      0.074312
929      0.782248     -0.693188     -0.438748      0.075886
930      0.781555     -0.693281     -0.438671      0.077462
931      0.780861     -0.693373     -0.438593      0.079038
932      0.780168     -0.693463     -0.438513      0.080616
933      0.779474     -0.693552     -0.438432      0.082196
934      0.778781     -0.693640     -0.438349      0.083776
935      0.778087     -0.693727     -0.438264      0.085358
936      0.777393     -0.693813     -0.438178      0.086942
937      0.776699     -0.693897     -0.438091      0.088526
938      0.776006     -0.693981     -0.438001      0.090112
939      0.775312     -0.694063     -0.437910      0.091699
940      0.774617     -0.694144     -0.437818      0.093288
941      0.773923     -0.694224     -0.437724      0.094878
942      0.773229     -0.694302     -0.437628      0.096469
943      0.772535     -0.694380     -0.437531      0.098062
944      0.771840     -0.694456     -0.437432      0.099656
945      0.771146     -0.694532     -0.437331      0.101251
946      0.770451     -0.694606     -0.437229      0.102848
947      0.769756     -0.694679     -0.437126      0.104446
948      0.769062     -0.694751     -0.437021      0.106045
949      0.768367     -0.694821     -0.436914      0.107646
950      0.767672     -0.694891     -0.436805      0.109248
951      0.766977     -0.694960     -0.436695      0.110852
952      0.766282     -0.695027     -0.436584      0.112457
953      0.765587     -0.695093     -0.436470      0.114063
954      0.764892     -0.695158     -0.436355      0.115670
955      0.764197     -0.695222     -0.436239      0.117279
956      0.763502     -0.695285     -0.436121      0.118890
957      0.762806     -0.695347     -0.436001      0.120501
958      0.762111     -0.695408     -0.435880      0.122114
959      0.761415     -0.695467     -0.435757      0.123729
960      0.760720     -0.695526     -0.435632      0.125345
961      0.760024     -0.695583     -0.435506      0.126962
962      0.759329     -0.695639     -0.435378      0.128581
963      0.758633     -0.695695     -0.435249      0.130200
964      0.757937     -0.695749     -0.435118      0.131822
965      0.757242     -0.695802     -0.434985      0.133445
966      0.756546     -0.695854     -0.434851      0.135069
967      0.755850     -0.695904     -0.434715      0.136694
968      0.755154     -0.695954     -0.434578      0.138321
969      0.754458     -0.696003     -0.434439      0.139950
970      0.753762     -0.696051     -0.434298      0.141579
971      0.753066     -0.696097     -0.434156      0.143211
972      0.752370     -0.696143     -0.434011      0.144843
973      0.751674     -0.696187     -0.433866      0.146477
974      0.750977     -0.696231     -0.433719      0.148113
975      0.750281     -0.696273     -0.433570      0.149749
976      0.749585     -0.696314     -0.433419      0.151388
977      0.748889     -0.696355     -0.433267      0.153027
978      0.748192     -0.696394     -0.433113      0.154668
979      0.747496     -0.696432     -0.432957      0.156311
980      0.746799     -0.696469     -0.432800      0.157955
981      0.746103     -0.696505     -0.432642      0.159600
982      0.745406     -0.696541     -0.432481      0.161247
983      0.744710     -0.696575     -0.432319      0.162895
984      0.744013     -0.696608     -0.432155      0.164545
985      0.743317     -0.696640     -0.431990      0.166196
986      0.742620     -0.696671     -0.431823      0.167849
987      0.741923     -0.696701     -0.431654      0.169503
988      0.741226     -0.696730     -0.431484      0.171158
989      0.740530     -0.696758     -0.431312      0.172815
990      0.739833     -0.696785     -0.431138      0.174473
991      0.739136     -0.696811     -0.430963      0.176133
992      0.738439     -0.696836     -0.430786      0.177794
993      0.737742     -0.696860     -0.430607      0.179457
994      0.737046     -0.696883     -0.430427      0.181121
995      0.736349     -0.696906     -0.430245      0.182787
996      0.735652     -0.696927     -0.430062      0.184454
997      0.734955     -0.696947     -0.429876      0.186123
998      0.734258     -0.696966     -0.429689      0.187793
999      0.733561     -0.696984     -0.429501      0.189464
1000      0.732864     -0.697002     -0.429310      0.191138
1001      0.732167     -0.697018     -0.429118      0.192812
1002      0.731470     -0.697034     -0.428925      0.194488
1003      0.730773     -0.697048     -0.428729      0.196166
1004      0.730076     -0.697062     -0.428532      0.197845
1005      0.729379     -0.697074     -0.428334      0.199525
1006      0.728682     -0.697086     -0.428133      0.201207
1007      0.727985     -0.697097     -0.427931      0.202891
1008      0.727287     -0.697107     -0.427728      0.204576
1009      0.726590     -0.697116     -0.427522      0.206262
1010      0.725893     -0.697124     -0.427315      0.207951
1011      0.725196     -0.697131     -0.427106      0.209640
1012      0.724499     -0.697137     -0.426896      0.211331
1013      0.723802     -0.697142     -0.426684      0.213024
1014      0.723105     -0.697147     -0.426470      0.214718
1015      0.722408     -0.697150     -0.426254      0.216414
1016      0.721710     -0.697153     -0.426037      0.218111
1017      0.721013     -0.697155     -0.425818      0.219810
1018      0.720316     -0.697156     -0.425597      0.221510
1019      0.719619     -0.697156     -0.425375      0.223212
1020      0.718922     -0.697155     -0.425151      0.224915
1021      0.718225     -0.697153     -0.424925      0.226620
1022      0.717527     -0.697151     -0.424698      0.228327
1023      0.716830     -0.697147     -0.424468      0.230035
1024      0.716133     -0.697143     -0.424238      0.231744
1025      0.715436     -0.697138     -0.424005      0.233456
1026      0.714739     -0.697132     -0.423771      0.235168
1027      0.714042     -0.697125     -0.423535      0.236883
1028      0.713345     -0.697118     -0.423297      0.238599
1029      0.712648     -0.697109     -0.423057      0.240316
1030      0.711950     -0.697100     -0.422816      0.242035
1031      0.711253     -0.697090     -0.422573      0.243756
1032      0.710556     -0.697079     -0.422329      0.245478
1033      0.709859     -0.697068     -0.422082      0.247202
1034      0.709162     -0.697055     -0.421834      0.248927
1035      0.708465     -0.697042     -0.421585      0.250654
1036      0.707768     -0.697028     -0.421333      0.252383
1037      0.707071     -0.697014     -0.421080      0.254113
1038      0.706374     -0.696998     -0.420825      0.255845
1039      0.705677     -0.696982     -0.420568      0.257578
1040      0.704980     -0.696965     -0.420310      0.259314
1041      0.704283     -0.696947     -0.420049      0.261050
1042      0.703586     -0.696929     -0.419788      0.262789
1043      0.702889     -0.696909     -0.419524      0.264529
1044      0.702192     -0.696889     -0.419259      0.266270
1045      0.701495     -0.696869     -0.418991      0.268013
1046      0.700799     -0.696847     -0.418722      0.269758
1047      0.700102     -0.696825     -0.418452      0.271505
1048      0.699405     -0.696802     -0.418179      0.273253
1049      0.698708     -0.696779     -0.417905      0.275003
1050      0.698011     -0.696754     -0.417629      0.276754
1051      0.697315     -0.696729     -0.417352      0.278507
1052      0.696618     -0.696704     -0.417072      0.280262
1053      0.695921     -0.696677     -0.416791      0.282019
1054      0.695225     -0.696650     -0.416508      0.283777
1055      0.694528     -0.696623     -0.416224      0.285537
1056      0.693831     -0.696594     -0.415937      0.287298
1057      0.693135     -0.696565     -0.415649      0.289061
1058      0.692438     -0.696536     -0.415359      0.290826
1059      0.691742     -0.696505     -0.415068      0.292593
1060      0.691045     -0.696475     -0.414774      0.294361
1061      0.690349     -0.696443     -0.414479      0.296131
1062      0.689652     -0.696411     -0.414182      0.297903
1063      0.688956     -0.696378     -0.413883      0.299676
1064      0.688260     -0.696345     -0.413582      0.301452
1065      0.687563     -0.696311     -0.413280      0.303228
1066      0.686867     -0.696276     -0.412976      0.305007
1067      0.686171     -0.696241     -0.412670      0.306787
1068      0.685474     -0.696205     -0.412362      0.308569
1069      0.684778     -0.696169     -0.412053      0.310353
1070      0.684082     -0.696132     -0.411742      0.312139
1071      0.683386     -0.696094     -0.411429      0.313926
1072      0.682690     -0.696056     -0.411114      0.315715
1073      0.681994     -0.696018     -0.410797      0.317506
1074      0.681298     -0.695979     -0.410479      0.319299
1075      0.680602     -0.695939     -0.410159      0.321093
1076      0.679906     -0.695899     -0.409837      0.322889
1077      0.679210     -0.695858     -0.409513      0.324687
1078      0.678514     -0.695817     -0.409187      0.326487
1079      0.677818     -0.695775     -0.408860      0.328288
1080      0.677123     -0.695733     -0.408531      0.330091
1081      0.676427     -0.695690     -0.408200      0.331896
1082      0.675731     -0.695647     -0.407867      0.333703
1083      0.675036     -0.695604     -0.407532      0.335512
1084      0.674340     -0.695559     -0.407196      0.337322
1085      0.673645     -0.695515     -0.406858      0.339135
1086      0.672949     -0.695470     -0.406518      0.340949
1087      0.672254     -0.695424     -0.406176      0.342765
1088      0.671558     -0.695379     -0.405832      0.344583
1089      0.670863     -0.695332     -0.405487      0.346402
1090      0.670168     -0.695286     -0.405139      0.348224
1091      0.669472     -0.695239     -0.404790      0.350047
1092      0.668777     -0.695191     -0.404439      0.351872
1093      0.668082     -0.695143     -0.404086      0.353699
1094      0.667387     -0.695095     -0.403732      0.355528
1095      0.666692     -0.695046     -0.403375      0.357359
1096      0.665997     -0.694997     -0.403017      0.359192
1097      0.665302     -0.694948     -0.402657      0.361026
1098      0.664607     -0.694898     -0.402295      0.362863
1099      0.663912     -0.694848     -0.401931      0.364701
1100      0.663217     -0.694798     -0.401566      0.366541
1101      0.662522     -0.694747     -0.401198      0.368383
1102      0.661828     -0.694696     -0.400829      0.370227
1103      0.661133     -0.694645     -0.400458      0.372073
1104      0.660438     -0.694593     -0.400085      0.373921
1105      0.659744     -0.694541     -0.399710      0.375771
1106      0.659049     -0.694489     -0.399333      0.377622
1107      0.658355     -0.694436     -0.398955      0.379476
1108      0.657660     -0.694384     -0.398574      0.381332
