[a, b] = [0, 2]
h = 0.01 
 
  n            x1            v1            x2            v2
 79      0.883122     -0.665400     -0.433451     -0.143425
 80      0.876454     -0.668206     -0.434815     -0.129442
 81      0.869758     -0.670873     -0.436040     -0.115341
 82      0.863037     -0.673401     -0.437122     -0.101122
 83      0.856290     -0.675792     -0.438062     -0.086783
 84      0.849521     -0.678047     -0.438858     -0.072324
 85      0.842729     -0.680166     -0.439509     -0.057745
 86      0.835917     -0.682152     -0.440013     -0.043045
 87      0.829086     -0.684004     -0.440370     -0.028223
 88      0.822237     -0.685726     -0.440577     -0.013277
 89      0.815372     -0.687317     -0.440635      0.001792
 90      0.808491     -0.688780     -0.440541      0.016986
 91      0.801596     -0.690116     -0.440295      0.032306
 92      0.794689     -0.691328     -0.439895      0.047754
 93      0.787770     -0.692417     -0.439340      0.063331
 94      0.780840     -0.693386     -0.438629      0.079039
 95      0.773902     -0.694238     -0.437759      0.094879
 96      0.766956     -0.694974     -0.436731      0.110854
 97      0.760003     -0.695597     -0.435542      0.126965
 98      0.753044     -0.696112     -0.434192      0.143214
 99      0.746080     -0.696520     -0.432678      0.159604
100      0.739113     -0.696826     -0.431000      0.176138
101      0.732144     -0.697033     -0.429155      0.192818
102      0.725173     -0.697146     -0.427143      0.209647
103      0.718201     -0.697168     -0.424962      0.226628
104      0.711229     -0.697105     -0.422611      0.243765
105      0.704259     -0.696962     -0.420087      0.261060
106      0.697290     -0.696745     -0.417390      0.278518
107      0.690324     -0.696459     -0.414517      0.296143
108      0.683361     -0.696110     -0.411467      0.313939
109      0.676402     -0.695706     -0.408238      0.331910
110      0.669447     -0.695255     -0.404829      0.350062
111      0.662497     -0.694763     -0.401237      0.368399
112      0.655551     -0.694240     -0.397461      0.386927
113      0.648612     -0.693696     -0.393498      0.405652
114      0.641678     -0.693140     -0.389348      0.424579
115      0.634749     -0.692584     -0.385007      0.443716
116      0.627826     -0.692038     -0.380473      0.463068
117      0.620908     -0.691517     -0.375745      0.482644
118      0.613996     -0.691033     -0.370820      0.502450
119      0.607087     -0.690602     -0.365696      0.522495
120      0.600183     -0.690241     -0.360370      0.542787
121      0.593283     -0.689966     -0.354841      0.563335
122      0.586384     -0.689797     -0.349104      0.584149
123      0.579487     -0.689756     -0.343158      0.605237
124      0.572589     -0.689863     -0.336999      0.626611
125      0.565689     -0.690146     -0.330625      0.648280
126      0.558786     -0.690630     -0.324033      0.670257
127      0.551877     -0.691345     -0.317220      0.692553
128      0.544959     -0.692323     -0.310182      0.715179
129      0.538030     -0.693599     -0.302917      0.738148
130      0.531087     -0.695213     -0.295419      0.761473
131      0.524126     -0.697207     -0.287687      0.785168
132      0.517143     -0.699627     -0.279716      0.809244
133      0.510134     -0.702525     -0.271502      0.833716
134      0.503093     -0.705957     -0.263042      0.858597
135      0.496014     -0.709986     -0.254330      0.883901
136      0.488893     -0.714681     -0.245364      0.909639
137      0.481721     -0.720117     -0.236137      0.935824
138      0.474490     -0.726380     -0.226647      0.962466
139      0.467193     -0.733564     -0.216888      0.989575
140      0.459819     -0.741771     -0.206856      1.017157
141      0.452358     -0.751119     -0.196545      1.045216
142      0.444797     -0.761736     -0.185951      1.073752
143      0.437123     -0.773767     -0.175070      1.102759
144      0.429321     -0.787372     -0.163896      1.132225
145      0.421375     -0.802732     -0.152425      1.162127
146      0.413266     -0.820046     -0.140653      1.192433
147      0.404974     -0.839540     -0.128576      1.223094
148      0.396475     -0.861466     -0.116191      1.254043
149      0.387745     -0.886105     -0.103495      1.285190
150      0.378753     -0.913770     -0.090487      1.316413
151      0.369469     -0.944811     -0.077167      1.347550
152      0.359857     -0.979617     -0.063536      1.378392
153      0.349876     -1.018614     -0.049599      1.408665
154      0.339484     -1.062271     -0.035363      1.438019
155      0.328630     -1.111093     -0.020839      1.466003
156      0.317261     -1.165618     -0.006043      1.492044
157      0.305317     -1.226399      0.009002      1.515417
158      0.292732     -1.293988      0.024266      1.535209
159      0.279436     -1.368893      0.039707      1.550288
160      0.265353     -1.451527      0.055272      1.559261
161      0.250404     -1.542122      0.070892      1.560448
162      0.234508     -1.640621      0.086480      1.551866
163      0.217588     -1.746527      0.101928      1.531257
164      0.199574     -1.858727      0.117104      1.496164
165      0.180410     -1.975306      0.131849      1.444106
166      0.160064     -2.093393      0.145983      1.372861
167      0.138537     -2.209103      0.159302      1.280870
168      0.115877     -2.317667      0.171595      1.167710
169      0.092179     -2.413818      0.182650      1.034554
170      0.067596     -2.492432      0.192277      0.884427
171      0.042327     -2.549307      0.200328      0.722129
172      0.016607     -2.581886      0.206709      0.553738
173     -0.009312     -2.589659      0.211393      0.385786
174     -0.035185     -2.574132      0.214415      0.224360
175     -0.060792     -2.538387      0.215871      0.074368
176     -0.085950     -2.486426      0.215894     -0.060844
177     -0.110518     -2.422503      0.214647     -0.179511
178     -0.134397     -2.350615      0.212299     -0.281220
179     -0.157527     -2.274191      0.209019     -0.366550
180     -0.179878     -2.195976      0.204965     -0.436710
181     -0.201444     -2.118038      0.200282     -0.493240
182     -0.222237     -2.041848      0.195098     -0.537791
183     -0.242279     -1.968392      0.189525     -0.571978
184     -0.261603     -1.898280      0.183658     -0.597302
185     -0.280244     -1.831844      0.177578     -0.615108
186     -0.298239     -1.769216      0.171355     -0.626576
187     -0.315627     -1.710389      0.165046     -0.632721
188     -0.332446     -1.655266      0.158700     -0.634410
189     -0.348732     -1.603692      0.152358     -0.632376
190     -0.364519     -1.555478      0.146053     -0.627239
191     -0.379841     -1.510416      0.139813     -0.619519
192     -0.394727     -1.468295      0.133662     -0.609652
193     -0.409206     -1.428904      0.127620     -0.598003
194     -0.423305     -1.392039      0.121702     -0.584881
195     -0.437047     -1.357507      0.115922     -0.570542
196     -0.450455     -1.325125      0.110291     -0.555204
197     -0.463549     -1.294721      0.104818     -0.539047
198     -0.476349     -1.266138      0.099510     -0.522227
199     -0.488872     -1.239228      0.094374     -0.504871
200     -0.501133     -1.213856      0.089413     -0.487089
201     -0.513149     -1.189898      0.084632     -0.468974

 
